eGRID2007 Version 1.1 State File (Year 2005 Data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,NJ,34,"20,854.5","261,486,042.4","131,364,789.3","60,608,679.6","27,885,800.2","29,863.52","10,678.02","58,199.36","21,775,912.9","1,831,535.3","653,702.4",802.53,0.9855,0.7658,1.9205,718.57,30.22,10.79,0.0132,0.2284,0.1626,0.4451,166.56,0.0031,2.0268,1.5751,3.9499,"1,477.91",62.15,22.18,0.0272,4.0571,0.0895,0.3135,1.2052,2.9655,0.1143,0.3316,0.8825,9.3903,0.0748,0.0215,2.5079,"2,225.54",87.78,749.62,862.98,0.0217,0.0057,0.3701,0.1356,0.0503,0.2334,0.2698,0.1447,0.0496,0.1614,0.8567,0.1134,0.0034,0.4856,203.03,132.96,120.16,167.11,0.0020,0.0011,2.1669,1.6264,4.5392,"1,464.80",35.42,17.03,0.0187,"11,625,410.1","1,095,267.2","15,268,146.1","31,391,685.0","-251,594.6","838,527.8",0.0,0.0,0.0,"580,323.2","60,914.8","60,021,746.4","586,933.2","838,527.8","29,468,589.1","31,140,090.5",19.1018,1.7996,25.0872,51.5799,0.0000,1.3778,0.0000,0.0000,0.0000,0.9535,0.1001,98.6222,1.3778,1.3778,48.4201,51.5799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,NM,35,"7,066.8","351,767,027.3","155,035,160.8","35,135,640.6","15,452,615.5","76,309.72","33,169.92","30,669.27","34,009,625.1","817,809.9","1,072,523.1","2,244.96",4.3437,4.2931,1.7458,"1,935.90",23.28,30.53,0.0639,0.4339,0.4279,0.1744,193.36,0.0064,4.4657,4.4137,1.7948,"1,990.26",23.93,31.38,0.0657,4.8268,27.5058,1.8599,4.4657,4.8608,27.5091,1.8327,4.4061,2.0418,2.0876,0.0125,1.7948,"2,078.55","1,819.42","1,353.24","1,990.26",0.0748,0.0657,0.4762,2.4380,0.1628,0.4339,0.4797,2.4380,0.1632,0.4279,0.2014,0.1850,0.0011,0.1744,205.06,161.27,118.46,193.36,0.0074,0.0064,2.5290,2.2491,0.6431,"1,480.82",24.85,10.41,0.0193,"29,947,248.0","36,908.9","4,187,217.1",0.0,"164,992.8","4,644.0","794,629.9",0.0,0.0,0.0,0.0,"34,171,373.9","964,266.7","799,273.9","34,176,017.9","959,622.7",85.2332,0.1050,11.9173,0.0000,0.4696,0.0132,2.2616,0.0000,0.0000,0.0000,0.0000,97.2556,2.7444,2.2748,97.2688,2.7312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,NV,32,"9,841.9","352,084,109.5","156,542,028.5","40,921,212.2","18,282,569.0","45,933.21","20,228.28","53,553.12","29,479,348.3","819,356.5","730,423.8",611.60,2.2450,2.2128,2.6174,"1,440.79",20.02,17.85,0.0149,0.2609,0.2584,0.3042,167.46,0.0017,2.4203,2.3857,2.8218,"1,553.34",21.59,19.24,0.0161,4.2541,-7.0667,0.7117,2.4203,4.2937,-7.0667,0.7477,2.4030,5.7867,-0.5334,0.0112,2.8141,"2,216.11",-467.44,954.51,"1,552.01",0.0332,0.0161,0.3936,2.4380,0.0882,0.2609,0.3897,2.4380,0.0931,0.2584,0.5354,0.1840,0.0014,0.3034,205.05,161.27,118.35,167.31,0.0031,0.0017,1.3317,1.2894,0.8695,"1,254.35",22.07,7.26,0.0059,"18,384,261.0","44,518.4","19,414,895.1",0.0,"1,702,379.8",0.0,0.0,0.0,"1,262,706.4","112,451.5",0.0,"37,956,126.0","2,965,086.2","1,262,706.4","37,956,126.0","2,965,086.2",44.9260,0.1088,47.4446,0.0000,4.1601,0.0000,0.0000,0.0000,3.0857,0.2748,0.0000,92.7542,7.2458,3.0857,92.7542,7.2458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,NY,36,"42,824.3","774,945,356.9","380,333,127.5","148,069,580.2","66,426,711.8","65,647.39","29,366.38","181,615.48","61,325,138.0","5,472,744.6","1,540,840.6","1,633.88",0.8867,0.8842,2.4531,828.33,36.96,10.41,0.0110,0.1694,0.1544,0.4687,158.27,0.0021,1.6306,1.6259,4.5110,"1,523.20",67.97,19.14,0.0203,2.5428,1.8843,0.5429,1.5418,2.6213,1.7109,0.4978,1.4186,10.3113,5.0758,0.1962,4.6378,"2,116.24","1,603.08",965.03,"1,497.04",0.0455,0.0129,0.2458,0.1794,0.0688,0.1636,0.2502,0.1636,0.0620,0.1504,0.9968,0.4833,0.0249,0.4921,204.58,152.65,122.32,158.84,0.0044,0.0014,1.6236,1.6033,4.4314,"1,517.76",51.98,13.83,0.0123,"20,364,683.0","24,027,886.9","33,262,547.0","42,443,152.0","25,001,779.7","1,831,787.0","102,989.9",0.0,0.0,"1,034,754.7",0.0,"121,133,023.6","26,936,556.6","1,934,776.9","80,521,658.6","67,547,921.6",13.7535,16.2274,22.4641,28.6643,16.8852,1.2371,0.0696,0.0000,0.0000,0.6988,0.0000,81.8082,18.1918,1.3067,54.3810,45.6190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,OH,39,"36,796.1","1,369,352,554.1","582,985,978.7","156,967,960.4","68,328,787.6","260,352.29","53,428.45","1,116,299.97","139,060,670.8","3,294,991.9","4,693,870.1","7,561.65",3.3173,1.5639,14.2233,"1,771.84",20.99,29.90,0.0482,0.3803,0.1833,1.6304,203.10,0.0055,3.6764,1.7331,15.7629,"1,963.63",23.26,33.14,0.0534,3.7470,25.9805,0.3627,3.6783,1.8130,26.2372,0.3278,1.7627,16.1216,4.5100,0.0128,15.7811,"1,984.24","3,776.97","1,128.08","1,965.89",0.0546,0.0535,0.3872,1.1093,0.0384,0.3804,0.1883,1.1093,0.0348,0.1832,1.6661,0.1926,0.0014,1.6320,205.06,161.27,119.30,203.31,0.0056,0.0055,3.8745,2.7289,20.7100,"1,988.51",24.17,32.48,0.0611,"136,866,192.7","1,390,647.2","2,694,227.9","14,802,733.0","515,743.8","385,819.0","13,268.0",0.0,0.0,"299,328.9",0.0,"156,053,129.6","914,830.7","399,087.0","141,636,215.6","15,331,744.7",87.1937,0.8859,1.7164,9.4304,0.3286,0.2458,0.0085,0.0000,0.0000,0.1907,0.0000,99.4172,0.5828,0.2542,90.2326,9.7674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,OK,40,"21,796.6","640,617,403.1","323,287,310.8","70,283,511.1","35,523,779.8","87,234.01","41,141.98","108,741.39","54,918,161.6","1,522,726.5","1,436,581.1","1,949.63",2.4823,2.3163,3.0944,"1,562.76",21.67,20.44,0.0277,0.2723,0.2545,0.3395,171.45,0.0030,2.6056,2.4313,3.2480,"1,640.35",22.74,21.45,0.0291,3.3074,0.3087,1.4202,2.6167,3.1919,0.2732,1.4041,2.4229,5.1563,0.0166,0.0059,3.2526,"2,014.37",88.98,"1,014.37","1,649.65",0.0465,0.0293,0.3258,0.4220,0.1663,0.2727,0.3140,0.5138,0.1631,0.2548,0.5080,0.0227,0.0007,0.3389,198.44,121.63,118.80,171.90,0.0046,0.0031,2.0649,1.8234,1.3618,"1,293.63",21.57,10.08,0.0108,"36,349,432.5","70,332.5","30,225,068.4",0.0,"2,476,535.7","289,217.0","847,773.0",0.0,0.0,"18,838.3","6,313.7","66,669,985.4","3,613,525.7","1,136,990.0","66,959,202.4","3,324,308.7",51.7183,0.1001,43.0045,0.0000,3.5236,0.4115,1.2062,0.0000,0.0000,0.0268,0.0090,94.8586,5.1414,1.6177,95.2701,4.7299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,OR,41,"12,766.9","145,948,409.8","51,183,235.9","49,519,311.3","18,735,837.5","11,003.14","4,792.80","12,932.42","9,939,648.9","840,128.9","237,791.9",179.36,0.4444,0.5116,0.5223,401.45,16.97,4.80,0.0036,0.1508,0.1873,0.1772,136.21,0.0012,1.2338,1.4204,1.4501,"1,114.52",47.10,13.33,0.0101,4.8225,N/A,0.2529,1.2095,4.7971,N/A,0.2819,1.4826,6.9463,N/A,0.0079,1.4604,"2,306.28",N/A,870.90,"1,171.38",0.0491,0.0103,0.4291,N/A,0.0345,0.1485,0.4148,N/A,0.0431,0.1881,0.6180,N/A,0.0011,0.1794,205.20,N/A,118.94,143.86,0.0044,0.0013,0.9996,0.7004,1.1358,999.75,42.47,11.10,0.0066,"3,466,711.2","59,253.8","13,389,391.0",0.0,"30,948,342.6","877,825.7","734,273.9",0.0,0.0,"43,513.1",0.0,"16,958,869.0","32,560,442.3","1,612,099.6","17,836,694.7","31,682,616.6",7.0007,0.1197,27.0387,0.0000,62.4975,1.7727,1.4828,0.0000,0.0000,0.0879,0.0000,34.2470,65.7530,3.2555,36.0197,63.9803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PA,42,"49,296.0","1,376,982,216.2","622,468,886.8","218,007,339.4","95,727,428.9","184,311.23","50,735.83","997,192.45","135,654,583.9","5,541,258.4","4,564,949.7","10,648.28",1.6909,1.0600,9.1482,"1,244.50",25.42,20.94,0.0488,0.2677,0.1630,1.4484,197.03,0.0077,2.6345,1.6516,14.2539,"1,939.05",39.60,32.63,0.0761,2.8114,3.7322,0.2939,2.6353,1.6966,3.5668,0.2356,1.5849,15.9925,10.0274,0.0152,14.5186,"2,020.26","1,892.91",971.75,"1,929.64",0.0835,0.0746,0.2850,0.3536,0.0361,0.2708,0.1709,0.3225,0.0294,0.1630,1.6210,0.9500,0.0019,1.4918,204.77,179.33,119.50,198.27,0.0085,0.0077,2.5882,2.0636,12.4265,"1,845.16",34.63,25.71,0.0526,"120,863,987.9","4,957,734.1","10,811,444.4","76,289,432.0","1,514,826.3","1,992,045.4","284,240.9",0.0,0.0,"1,272,072.7","21,555.8","214,216,226.9","3,791,112.5","2,276,286.2","139,918,840.3","78,088,499.1",55.4403,2.2741,4.9592,34.9940,0.6949,0.9138,0.1304,0.0000,0.0000,0.5835,0.0099,98.2610,1.7390,1.0441,64.1808,35.8192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,RI,44,"1,996.2","49,066,307.2","25,555,490.6","6,053,293.4","2,981,176.4",644.39,311.35,165.92,"2,919,853.8","116,308.2","11,957.8",N/A,0.2129,0.2089,0.0548,964.72,19.21,1.98,N/A,0.0263,0.0244,0.0068,119.02,N/A,0.2131,0.2091,0.0549,965.79,19.24,1.98,N/A,N/A,5.1650,0.1718,0.2131,N/A,4.8122,0.1745,0.2090,N/A,5.3525,0.0106,0.0549,N/A,"1,386.07",962.28,965.79,N/A,N/A,N/A,0.6321,0.0212,0.0263,N/A,0.6216,0.0203,0.0244,N/A,0.6551,0.0013,0.0068,N/A,169.64,118.59,119.02,N/A,N/A,0.3180,0.2949,0.0801,"1,053.31",21.14,2.20,N/A,0.0,"55,813.7","5,990,745.7",0.0,"6,734.0",0.0,0.0,0.0,0.0,0.0,0.0,"6,046,559.4","6,734.0",0.0,"6,046,559.4","6,734.0",0.0000,0.9220,98.9667,0.0000,0.1112,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,99.8888,0.1112,0.0000,99.8888,0.1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,SC,45,"25,142.2","478,995,015.0","224,560,036.2","102,514,661.4","44,804,954.3","55,594.47","17,930.98","226,159.35","45,817,122.1","1,529,849.3","1,555,340.6","1,218.11",1.0846,0.8004,4.4122,893.86,14.92,15.17,0.0119,0.2321,0.1597,0.9443,191.31,0.0025,2.3341,1.7224,9.4950,"1,923.57",32.11,32.65,0.0256,2.2914,0.9011,0.2004,2.0849,1.6347,1.0084,0.1937,1.4277,9.5118,0.4344,0.0107,8.5700,"1,826.59",382.42,"1,018.50","1,745.64",0.0249,0.0225,0.2538,0.3794,0.0235,0.2324,0.1803,0.3779,0.0223,0.1586,1.0537,0.1829,0.0013,0.9554,202.35,161.04,119.40,194.61,0.0028,0.0025,1.9089,1.5069,7.7030,"1,760.87",28.36,25.34,0.0209,"39,676,795.3","672,802.1","5,412,551.2","53,137,554.0","1,739,470.8","1,782,646.7",0.0,0.0,0.0,"92,841.3",0.0,"98,992,543.9","3,522,117.5","1,782,646.7","47,637,636.7","54,877,024.8",38.7035,0.6563,5.2798,51.8341,1.6968,1.7389,0.0000,0.0000,0.0000,0.0906,0.0000,96.5643,3.4357,1.7389,46.4691,53.5309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,SD,46,"3,027.0","38,913,377.4","15,240,369.9","6,520,768.5","2,949,390.2","14,800.40","5,348.46","11,460.63","3,851,980.4","91,052.9","124,118.7",92.78,4.5395,3.6268,3.5151,"1,181.45",13.96,19.03,0.0142,0.7607,0.7019,0.5890,197.98,0.0024,9.0024,7.1925,6.9710,"2,342.98",27.69,37.75,0.0282,9.7659,9.9013,0.8584,9.0024,9.6234,9.9013,0.7683,8.1922,7.6274,3.8136,0.0322,6.9710,"2,421.63","3,438.58","1,488.12","2,342.98",0.0309,0.0282,0.8294,0.4644,0.0697,0.7607,0.8268,0.4644,0.0654,0.7019,0.6478,0.1789,0.0026,0.5890,205.66,161.27,120.83,197.98,0.0026,0.0024,6.9954,6.5383,5.5459,"2,224.28",29.49,29.90,0.0159,"2,996,347.0","20,784.6","270,945.9",0.0,"3,074,566.0",0.0,"158,104.0",0.0,0.0,21.0,0.0,"3,288,098.5","3,232,670.0","158,104.0","3,288,098.5","3,232,670.0",45.9508,0.3187,4.1551,0.0000,47.1504,0.0000,2.4246,0.0000,0.0000,0.0003,0.0000,50.4250,49.5750,2.4246,50.4250,49.5750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,TN,47,"22,688.1","603,591,968.4","274,659,864.9","97,019,349.1","42,261,917.0","103,412.56","22,468.09","268,048.54","61,076,912.7","1,592,464.6","2,103,950.4","2,759.71",2.1318,1.0633,5.5257,"1,259.07",16.41,21.69,0.0284,0.3427,0.1636,0.8882,202.38,0.0046,3.4185,1.7051,8.8609,"2,019.03",26.32,34.78,0.0456,3.4602,0.8611,2.2145,3.4451,1.6647,0.6033,1.8420,1.6548,9.0035,0.0899,0.0431,8.9484,"2,050.39","1,551.66","1,959.80","2,047.60",0.0466,0.0463,0.3457,0.0662,0.1327,0.3435,0.1642,0.0481,0.1174,0.1628,0.8996,0.0069,0.0026,0.8922,204.86,119.33,117.42,204.15,0.0047,0.0046,3.6396,2.5526,11.0225,"2,050.63",26.41,34.99,0.0528,"59,181,335.0","230,517.2","532,019.5","27,803,108.0","8,711,605.9","557,424.5","3,339.0",0.0,0.0,0.0,0.0,"87,746,979.7","9,272,369.4","560,763.5","60,501,296.2","36,518,052.9",60.9995,0.2376,0.5484,28.6573,8.9792,0.5745,0.0034,0.0000,0.0000,0.0000,0.0000,90.4428,9.5572,0.5780,62.3600,37.6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,TX,48,"108,093.4","3,292,609,350.7","1,540,746,496.8","397,230,222.1","190,841,550.0","196,031.29","86,302.46","597,420.87","269,204,654.5","7,843,575.9","6,099,389.7","9,749.38",0.9870,0.9044,3.0079,"1,355.41",19.75,15.35,0.0245,0.1191,0.1120,0.3629,163.52,0.0030,1.1093,1.0165,3.3807,"1,523.39",22.19,17.26,0.0276,1.8997,2.4728,0.4929,1.1111,1.8204,0.6295,0.4996,1.0128,7.9094,0.8710,0.0194,3.3944,"2,271.36","1,185.75",997.23,"1,531.79",0.0651,0.0277,0.1753,0.3616,0.0586,0.1190,0.1728,0.1912,0.0601,0.1120,0.7298,0.1274,0.0023,0.3635,209.59,173.41,118.63,164.04,0.0060,0.0030,0.6654,0.7060,0.6243,"1,138.47",20.71,5.83,0.0044,"148,358,023.0","2,273,932.2","195,680,121.8","38,232,493.0","1,332,559.0","1,097,199.2","4,237,208.8",0.0,0.0,"5,175,518.6","843,166.4","390,563,255.1","6,666,967.0","5,334,408.0","353,427,961.3","43,802,260.8",37.3481,0.5724,49.2611,9.6248,0.3355,0.2762,1.0667,0.0000,0.0000,1.3029,0.2123,98.3216,1.6784,1.3429,88.9731,11.0269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,UT,49,"6,856.3","395,846,996.3","174,914,159.1","38,158,077.2","16,714,442.0","70,779.96","31,263.89","37,007.65","40,122,566.9","921,222.2","1,342,781.2",289.60,3.7098,3.7409,1.9397,"2,102.97",24.14,35.19,0.0076,0.3576,0.3575,0.1870,202.72,0.0007,3.8065,3.8384,1.9903,"2,157.78",24.77,36.11,0.0078,3.8889,22.4036,1.0536,3.8065,3.9822,22.3261,0.8438,3.8534,2.0529,1.4297,0.0102,1.9885,"2,189.22","1,576.34","1,185.25","2,157.48",0.0080,0.0078,0.3646,2.0897,0.1055,0.3576,0.3701,2.0663,0.0752,0.3575,0.1925,0.1334,0.0010,0.1868,205.26,147.03,118.65,202.69,0.0008,0.0007,4.4055,5.0178,2.9062,"1,838.57",24.47,24.85,0.0073,"35,970,404.8","40,908.6","1,177,500.4",0.0,"784,461.4",0.0,0.0,0.0,"184,802.0",0.0,0.0,"37,188,813.8","969,263.4","184,802.0","37,188,813.8","969,263.4",94.2668,0.1072,3.0858,0.0000,2.0558,0.0000,0.0000,0.0000,0.4843,0.0000,0.0000,97.4599,2.5401,0.4843,97.4599,2.5401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,VA,51,"24,321.6","509,820,481.4","232,559,035.1","78,811,115.8","34,370,270.5","70,496.04","21,874.59","227,114.45","47,130,905.6","3,230,331.6","1,676,006.1","1,250.57",1.7890,1.2729,5.7635,"1,196.05",40.99,21.27,0.0159,0.2766,0.1881,0.8910,184.89,0.0025,2.7738,1.9736,8.9364,"1,854.48",63.55,32.97,0.0246,3.3276,1.1956,0.4039,2.8078,2.2833,1.3208,0.3407,1.8465,11.4942,3.3048,0.1560,9.4846,"2,143.48","1,317.22",814.49,"1,918.53",0.0324,0.0259,0.3142,0.1299,0.0609,0.2806,0.2135,0.1377,0.0479,0.1855,1.0853,0.3591,0.0235,0.9480,202.40,143.13,122.89,191.76,0.0031,0.0026,2.3057,1.6196,8.7684,"1,612.42",55.13,24.39,0.0226,"35,397,029.7","4,236,683.5","8,223,519.7","27,918,481.0","63,529.0","2,456,558.8",0.0,0.0,0.0,"515,314.1",0.0,"76,291,028.0","2,520,087.8","2,456,558.8","50,829,105.8","27,982,010.0",44.9138,5.3757,10.4345,35.4245,0.0806,3.1170,0.0000,0.0000,0.0000,0.6539,0.0000,96.8024,3.1976,3.1170,64.4948,35.5052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,VT,50,"1,086.5","7,409,094.6","3,353,654.6","5,716,751.9","2,403,074.1",581.37,266.69,48.48,"13,297.8","506,578.9","67,621.1",N/A,0.2034,0.2220,0.0170,4.65,88.61,11.83,N/A,0.1569,0.1590,0.0131,3.59,N/A,2.7494,3.0003,0.2293,62.89,"1,197.84",159.89,N/A,N/A,0.9195,N/A,0.9195,N/A,1.0298,N/A,1.0298,N/A,0.2461,N/A,0.2461,N/A,461.72,N/A,461.72,N/A,N/A,N/A,0.3190,N/A,0.3190,N/A,0.3204,N/A,0.3204,N/A,0.0854,N/A,0.0854,N/A,160.17,N/A,160.17,N/A,N/A,2.7322,2.8106,0.1814,173.96,"1,016.50",136.04,N/A,0.0,"10,178.6","2,240.0","4,071,547.0","1,210,809.2","410,491.1","11,486.0",0.0,0.0,0.0,0.0,"4,083,965.6","1,632,786.3","421,977.1","422,909.7","5,293,842.2",0.0000,0.1780,0.0392,71.2213,21.1800,7.1805,0.2009,0.0000,0.0000,0.0000,0.0000,71.4386,28.5614,7.3814,7.3977,92.6023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,WA,53,"27,646.9","212,281,743.7","82,839,025.7","101,975,586.7","42,967,962.0","21,600.13","8,332.14","4,525.15","16,882,589.7","1,672,301.6","616,155.6",668.55,0.4236,0.3878,0.0887,331.11,16.40,6.04,0.0066,0.2035,0.2012,0.0426,159.06,0.0031,2.0422,1.8696,0.4278,"1,596.15",79.05,29.13,0.0316,3.1927,22.4918,0.5424,2.0160,3.0671,22.5271,0.5997,1.9238,0.6249,1.6843,0.0152,0.3542,"2,358.07","1,487.77",902.53,"1,711.82",0.0600,0.0334,0.2755,2.4380,0.0710,0.2050,0.2634,2.4380,0.0843,0.2016,0.0539,0.1826,0.0020,0.0360,203.51,161.27,118.15,174.07,0.0052,0.0034,1.4194,1.5272,0.3831,"1,240.81",71.56,21.36,0.0195,"10,506,173.6","102,038.0","8,581,295.4","8,242,273.0","72,080,734.0","1,586,837.3","498,470.0",0.0,0.0,"377,765.4",0.0,"27,809,545.4","74,166,041.3","2,085,307.3","21,154,109.7","80,821,477.0",10.3026,0.1001,8.4150,8.0826,70.6843,1.5561,0.4888,0.0000,0.0000,0.3704,0.0000,27.2708,72.7292,2.0449,20.7443,79.2557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,WI,55,"16,934.7","555,336,847.8","251,711,768.3","61,840,344.8","27,349,422.0","74,369.76","31,798.10","189,960.37","53,186,665.6","1,578,126.8","1,748,801.6","2,298.26",2.4052,2.3253,6.1436,"1,720.13",25.52,28.28,0.0372,0.2678,0.2527,0.6841,191.55,0.0041,2.9674,2.8689,7.5797,"2,122.22",31.48,34.89,0.0459,3.3047,0.0256,0.6034,2.6029,3.2283,0.0268,0.6112,2.4946,8.7477,0.0025,0.1383,6.7197,"2,296.21",2.35,"1,135.37","1,886.39",0.0528,0.0404,0.2927,1.7200,0.0636,0.2680,0.2856,1.7174,0.0613,0.2526,0.7747,0.1680,0.0146,0.6919,203.35,157.41,119.67,194.24,0.0047,0.0042,2.5317,2.2949,5.5272,"1,789.46",36.34,25.23,0.0229,"41,649,008.6","702,932.1","6,481,520.4","9,920,991.0","1,703,115.8","1,169,939.2","92,543.9",0.0,0.0,"74,364.4","45,929.5","58,874,746.0","2,965,598.9","1,262,483.1","50,123,694.1","11,716,650.7",67.3493,1.1367,10.4811,16.0429,2.7541,1.8919,0.1496,0.0000,0.0000,0.1203,0.0743,95.2044,4.7956,2.0415,81.0534,18.9466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,WV,54,"17,343.0","880,800,989.3","379,258,413.2","93,600,525.1","40,728,565.6","162,304.81","28,802.00","472,124.15","90,236,388.9","2,049,347.8","3,062,605.3","5,008.23",3.4680,1.4143,10.0881,"1,928.12",21.89,32.72,0.0535,0.3685,0.1519,1.0720,204.90,0.0057,3.5284,1.4390,10.2637,"1,961.68",22.28,33.29,0.0544,3.5367,N/A,1.0474,3.5284,1.4367,N/A,0.9194,1.4352,10.2952,N/A,0.8199,10.2637,"1,964.11",N/A,"1,233.23","1,961.68",0.0546,0.0544,0.3695,N/A,0.1042,0.3685,0.1521,N/A,0.0890,0.1519,1.0755,N/A,0.0815,1.0720,205.18,N/A,122.64,204.90,0.0057,0.0057,4.2307,3.4196,13.4994,"1,965.62",22.52,33.10,0.0607,"91,406,122.3","223,551.6","273,069.6",0.0,"1,447,565.6",713.0,"153,892.0",0.0,0.0,"95,611.1",0.0,"91,998,354.6","1,602,170.6","154,605.0","91,999,067.6","1,601,457.6",97.6556,0.2388,0.2917,0.0000,1.5465,0.0008,0.1644,0.0000,0.0000,0.1021,0.0000,98.2883,1.7117,0.1652,98.2891,1.7109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,WY,56,"7,031.4","503,462,687.6","205,845,018.2","45,567,305.6","19,230,292.0","91,392.93","37,458.62","90,280.78","51,296,417.0","1,170,313.5","1,696,751.6","1,856.74",4.0113,3.8958,3.9625,"2,251.46",25.68,37.24,0.0407,0.3631,0.3639,0.3586,203.77,0.0037,4.1503,4.0307,4.0998,"2,329.45",26.57,38.53,0.0422,4.1621,N/A,3.7106,4.1564,4.0835,N/A,3.7538,4.0770,4.1561,N/A,0.1482,4.1059,"2,342.13",N/A,"1,605.64","2,332.90",0.0428,0.0422,0.3648,N/A,0.2710,0.3634,0.3666,N/A,0.2709,0.3643,0.3642,N/A,0.0108,0.3589,205.26,N/A,117.25,203.94,0.0037,0.0037,4.0591,4.0349,2.5677,"2,141.24",25.98,33.46,0.0369,"43,345,684.5","42,295.2","324,981.2",0.0,"808,374.9",0.0,"717,263.8",0.0,0.0,"263,586.0","65,119.9","44,041,666.9","1,525,638.7","717,263.8","44,041,666.9","1,525,638.7",95.1245,0.0928,0.7132,0.0000,1.7740,0.0000,1.5741,0.0000,0.0000,0.5785,0.1429,96.6519,3.3481,1.5741,96.6519,3.3481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,